VLAN_ID,TN_NAME,AP_NAME,EPG_NAME,DOM_NAME,PAT_NODE,PG_NAME
vlan-4000,PRIVADO,API-TEST_AP,VLAN4000_EPG,phys-PROD_PHYS_DOM,pod-2/paths-3212,eth1/5
